SKU,UPS,Regualer Price ,Sales Price ,category,Brand 
1820513,76318903609,31.1,54.59,,
1820687,76318903608,31.1,54.59,,
1820703,76318903607,31.1,54.59,,
1820810,76318901692,11.96,21.09,,
1820877,76318901693,11.96,21.09,,
1820893,31101740532,9.61,20.09,,
1821016,76318901694,11.96,21.09,,
1821024,76318911020,17.75,31.19,,
1821032,76318911022,17.89,31.49,,
1821057,76318901709,16.91,29.79,,
1821156,9089120010,21.25,6.99,,
1821164,76318901704,16.91,29.79,,
1821420,76318901710,16.91,29.79,,
1821560,76318901705,16.91,29.79,,
1821669,76318901711,16.91,29.79,,
1821677,76318901706,16.91,29.79,,
1821685,76318901758,13.78,24.29,,
1821701,76318901757,13.78,24.29,,
1821743,76318901720,13.31,23.39,,
1821768,76318901719,13.31,23.39,,
1821792,76318901754,7.11,12.59,,
1821891,76318901764,14.49,25.49,,
1822089,7061030009,8.57,24.69,,
1822642,7214063608,15.11,24.99,,
1822683,3404412557,5.06,8.69,,
1822972,80882910084,18.32,1,,
1822998,30041668064,3.47,5.09,,
1823277,81506600136,7.25,12.29,,
1823467,30132000655,5.04,9.69,,
1823616,30041668066,3.47,5.09,,
1823855,80882910083,18.32,1,,
1824127,2571560100,35.91,66.99,,
1824267,7830009837,4.29,5.79,,
1824325,3700000312,1.95,2.79,,
1824457,1101731836,6.96,10.19,,
1824549,89103800100,8.7,14.19,,
1824630,3404412559,5.06,8.69,,
1824648,30132000106,5.04,9.69,,
1825124,3980008873,2.51,9.79,,
1825835,1070540085,2.4,5.99,,
1826148,3700017423,6.79,10.69,,
1826866,3566419328,9.56,19.99,,
1826882,76318960878,19.15,33.69,,
1827518,74098521781,5.28,8.79,,
1827575,76318960883,19.15,33.69,,
1827807,36659499905,3.41,5.69,,
1828482,76318960879,19.15,33.69,,
1828706,64015410620,103.07,193.29,,
1828771,74098521324,5.28,8.79,,
1829019,7965603178,9.26,12.39,,
1829134,64015410120,54.49,91.59,,
1829357,76318960884,19.15,33.69,,
1829423,64015410115,64.44,106.29,,
1829613,64015410650,83.5,137.79,,
1829829,76318960880,19.15,33.69,,
1829985,4056512249,101.79,203.59,,
1830645,76318960881,19.15,33.69,,
1830678,30023050601,10.11,14.49,,
1830983,7965603179,9.67,12.89,,
1831452,76318960886,19.15,33.69,,
1833094,7007462680,129.5,26.99,,
1833102,4329256286,2,3.59,,
1834050,30766074060,14.87,3.29,,
1834555,76318960885,19.15,33.69,,
1835156,2360103101,24.63,43.99,,
1835842,2360103105,26.73,44.55,,
1836709,30087040501,9.39,13.99,,
1836717,36498014703,17.74,42.29,,
1836881,2360103104,19.16,31.93,,
1836907,7007462681,64.27,13.39,,
1837111,4740014150,2.21,4.19,,
1837129,4740009897,15.4,20.29,,
1837343,4740014149,2.21,4.19,,
1837798,4740009896,9.36,13.69,,
1837848,65486603311,112.11,236.62,,
1837855,30766074670,13.86,2.89,,
1837905,7007462689,76.07,21.49,,
1837921,67811265321,3.16,5.29,,
1838515,2360103109,15.69,27.99,,
1838630,76318901763,14.49,25.49,,
1838739,76318901769,33.93,59.59,,
1838812,76318901770,33.93,59.59,,
1839083,3700088658,16.37,7.79,,
1840099,7007462683,60.21,100.39,,
1840909,7007462685,52.41,87.39,,
1840933,7007462699,58.58,97.59,,
1840941,7007462697,55.99,93.39,,
1840966,7007462693,59.53,99.29,,
1840974,7007462691,44.97,74.99,,
1840982,7007462669,110.28,183.79,,
1841097,7007462672,81.65,16.99,,
1841956,64983320170,12.94,23.99,,
1842541,31074205250,3.61,5.69,,
1842608,64015421462,76.6,122.39,,
1842707,64015410550,66.15,105.69,,
1842863,64983320171,12.94,23.99,,
1842954,9089112700,31.38,3.49,,
1843069,64015420341,230.86,380.89,,
1843127,64015410810,103.07,154.59,,
1843135,18736600005,6.93,15.39,,
1843168,64015417365,56.98,90.99,,
1843218,64015410775,37.1,61.19,,
1843416,64015421182,72.98,116.59,,
1843473,64983320172,12.94,23.99,,
1843580,64015410770,16.13,26.59,,
1843721,64015410870,83.5,137.79,,
1843770,64015410920,107.27,176.99,,
1843788,61247911614,8.91,16.69,,
1843812,64015421104,194.01,309.89,,
1843838,64015410780,107.27,160.99,,
1843887,64015421454,28.06,44.79,,
1843937,64015410850,76.18,125.69,,
1843994,64015421304,29.88,49.29,,
1844026,64015421582,76.88,126.89,,
1844042,64015410855,61.26,101.09,,
1844067,64015410845,76.18,125.69,,
1844109,64015410865,83.5,137.79,,
1844174,64015410915,80.27,132.49,,
1844315,64015410860,61.26,101.09,,
1844323,64015419815,71.49,117.99,,
1844372,64015410910,78.5,129.49,,
1844406,64015419795,81.7,130.49,,
1844497,61247911615,8.92,16.69,,
1844620,64015419780,71.49,107.29,,
1845098,7007462701,52.04,86.69,,
1845171,2791701471,5.17,8.19,,
1845486,61247911616,8.91,16.69,,
1845650,30536406301,4.77,8.09,,
1846278,8687614769,15.38,26.49,,
1846302,31254662970,21.32,2.39,,
1846534,31254662771,21.32,2.39,,
1846864,31254662872,21.32,2.39,,
1847094,3700088757,40.02,17.09,,
1847102,31254662910,19.14,1.99,,
1847201,31254662752,21.32,2.39,,
1847409,1093918433,3.89,9.09,,
1847425,1093918533,0.86,2.19,,
1848290,64015420690,138.84,221.79,,
1848449,82238311650,63.68,127.39,,
1848613,38290368607,23.82,35.79,,
1848670,76318901668,11.84,21.09,,
1848878,2571532340,5.01,8.39,,
1849173,3980004109,5.82,8.79,,
1849660,30813001206,8.69,15.49,,
1850080,1093940333,2.31,5.69,,
1851500,76318901778,12.41,21.69,,
1851724,76318901775,12.41,21.69,,
1852169,1204401069,5.43,9.29,,
1852805,82238312196,13.13,26.29,,
1853019,1204401071,6.21,11.39,,
1853092,60833710340,32.5,49.89,,
1853183,60002700035,9.99,15.69,,
1853407,73221630004,9.38,15.99,,
1853563,5113166688,5.64,9.89,,
1853910,4133321401,5.04,7.39,,
1853928,4133321501,2.72,3.99,,
1854488,76318901776,12.41,21.69,,
1854504,76318901777,12.41,21.69,,
1854579,76318901762,14.49,25.49,,
1854710,7940000878,6.34,12.29,,
1855204,76318912667,8.01,14.09,,
1855626,64015421464,64.35,102.79,,
1856012,76318901691,11.96,21.09,,
1856137,76318901053,8.76,15.39,,
1856186,3566422267,74.59,158.69,,
1856350,76318901050,8.76,15.39,,
1856442,3566422269,74.59,158.69,,
1856624,76318901630,17.05,29.99,,
1856871,76318901771,33.93,59.59,,
1857101,5113166686,3.38,5.49,,
1857184,2571567082,1.72,4.29,,
1857242,76318901768,33.93,59.59,,
1857523,2571571091,5.14,12.59,,
1858125,2571569622,2.96,6.79,,
1858174,3566422280,74.59,165.79,,
1858224,76318901742,47.95,84.19,,
1858240,76318901743,47.95,84.19,,
1858471,76318901744,47.95,84.19,,
1858596,4740004474,6.42,10.89,,
1858653,76318901745,47.95,84.19,,
1859305,76318901718,13.31,23.39,,
1859347,7685570072,9.6,2.39,,
1859354,4740004472,6.42,10.89,,
1859404,7431202099,29.19,45.79,,
1859503,76318901721,13.31,23.39,,
1860030,76318900412,21.54,37.79,,
1860196,9670517910,82.73,124.09,,
1860568,9670517900,87.25,136.69,,
1860709,3566419330,9.56,19.99,,
1861012,5113190801,4.2,6.09,,
1861186,9670517940,66.69,100.09,,
1861491,7940055300,5.22,7.29,,
1861822,64015421592,52.67,86.89,,
1862440,38021412113,444.4,888.79,,
1865047,7431201603,7.19,10.99,,
1865443,34056511184,13.6,22.67,,
1865872,9670517970,51.31,76.99,,
1866326,7431201660,7.82,12.29,,
1867621,8680087033,9.86,14.59,,
1867803,8680087025,10.97,16.29,,
1868066,2571567165,8.39,25.69,,
1868702,7513753005,10.81,18.49,,
1868876,3927844020,3.49,6.59,,
1869247,64015422154,216.77,346.29,,
1869536,1070540088,2.09,5.29,,
1869718,82238311144,14.18,28.39,,
1869817,2571567050,10.77,4.39,,
1870179,8680068790,10.15,14.19,,
1870385,64015422152,323.65,516.99,,
1870401,5256913323,1.28,3.99,,
1870427,35485954501,54.75,95.93,,
1870575,5256913324,1.08,3.09,,
1871029,5256913326,1.16,3.99,,
1871060,5256913327,1.24,3.39,,
1871086,5256913328,1.34,2.79,,
1871391,64015422156,206.63,330.09,,
1872068,5256913337,1.97,4.39,,
1872621,5256913341,1.97,4.29,,
1872647,64015422158,138.84,221.79,,
1872712,5256913342,2.05,5.19,,
1872746,5256913343,1.75,4.29,,
1873199,30041666631,5.75,9.49,,
1873504,7214063605,6.67,9.09,,
1873538,5256913454,1.89,6.99,,
1874106,64015421702,241.64,385.99,,
1874270,30041666630,5.75,9.49,,
1874346,3500052541,4.92,7.29,,
1874593,4740012602,8.44,15.59,,
1874619,4740012622,8.44,15.59,,
1874627,4740012598,8.44,15.59,,
1874882,76318919483,15.71,27.59,,
1874973,3566415011,28.69,62.49,,
1875087,64015421238,158.68,253.49,,
1875178,31284351673,4.52,7.89,,
1875269,5256913396,4.08,7.69,,
1875426,1150931160,4.57,9.49,,
1875962,77122421163,15.93,27.69,,
1876085,5256913422,2.76,6.99,,
1876275,64015421240,148.79,237.69,,
1876358,30132019012,5.12,9.69,,
1876622,5256913421,9.69,17.99,,
1876754,76318921562,11.09,19.59,,
1877059,2240062190,3.79,5.59,,
1877331,76318921567,11.09,19.59,,
1877562,31031031854,6.47,11.99,,
1877570,64015421242,111.1,177.49,,
1877604,3700006194,5.28,7.79,,
1877935,77122421162,15.93,26.55,,
1878016,3700006199,5.28,7.79,,
1878479,64015422150,210.56,336.39,,
1878552,5256913405,13.61,20.99,,
1879493,80196811465,3.63,7.29,,
1879840,7215145777,2.83,4.29,,
1879980,64015422148,197.43,315.39,,
1880236,5256913437,2.94,6.69,,
1880657,4746916033,4.51,6.89,,
1880905,74312131684,7.65,11.29,,
1881184,2571567198,3.02,7.39,,
1881275,74098521339,5.94,8.79,,
1881309,3566415002,28.69,63.79,,
1881432,5256913458,3.55,6.99,,
1881754,2360101520,15.65,27.99,,
1882356,2360199521,15.65,27.99,,
1882364,5113199717,2.12,4.39,,
1882653,64015421698,275.74,440.49,,
1882687,7007457541,20.88,21.29,,
1883248,2360144522,15.65,27.99,,
1883255,5113581387,2.16,4.49,,
1883578,5113100023,5.18,11.49,,
1886001,2318500203,3.99,9.09,,
1886308,64015420688,206.63,309.99,,
1887561,2120007367,11.18,13.61,,
1887967,64015420394,76.88,126.89,,
1888064,64015420576,346.27,571.29,,
1888239,8680087022,10.01,14.79,,
1888460,64015421088,79.16,126.49,,
1888783,7548608753,9.46,12.79,,
1889104,7965604972,9.67,12.89,,
1889112,3373200093,2.2,4.89,,
1889500,65486601316,34.22,68.15,,
1889542,34533421012,7.26,12.19,,
1891621,3160401894,17.49,29.49,,
1891670,65108059651,1.98,2.99,,
1891712,4740031391,6.39,10.99,,
1891738,4740031461,9.62,13.39,,
1892306,64015420392,61.79,98.69,,
1892850,64015420658,67.37,111.19,,
1892892,1093932544,6.73,10.99,,
1893197,82238323320,88.05,156.19,,
1894476,7033072259,6.11,8.79,,
1894567,7033072262,5.66,8.79,,
1894757,7940006661,2.85,4.29,,
1894799,7940006662,2.85,4.39,,
1894864,64015420638,67.37,101.09,,
1894880,7685570010,6.18,1.79,,
1894948,7513744034,12.23,20.99,,
1894963,7513743900,6.67,12.19,,
1895200,38137004170,1.98,3.69,,
1895713,7685570028,17.03,4.89,,
1896554,30395042096,7.77,17.49,,
1896687,2791701951,10.01,15.89,,
1896703,2791701919,8.51,16.49,,
1896711,5113100016,27.48,10.79,,
1896729,5113100015,29.64,5.89,,
1896745,2791701920,8.99,14.19,,
1896976,9376401154,12.68,16.99,,
1897123,4116705100,3.48,5.19,,
1897255,31254723871,4.37,8.09,,
1899244,8525185011,75.6,113.39,,
1899335,30041668821,0.93,2.09,,
1899350,30041668825,0.93,2.09,,
1899384,30041668744,5.83,8.89,,
1900471,31074202672,4.49,7.99,,
1901115,84105802400,11.54,15.49,,
1901354,5113119915,18.55,34.69,,
1901362,5113121004,7.4,14.89,,
1901370,5113121005,7.4,14.89,,
1901461,7940026093,5.63,7.29,,
1901479,7940026094,4.84,6.19,,
1901560,3600038536,50.92,14.59,,
1901578,3600038535,50.92,14.59,,
1901610,3600038531,51.9,14.89,,
1901628,3600038530,51.9,14.89,,
1901719,5113120039,2.52,5.99,,
1901982,64015422440,60.55,99.89,,
1901990,64015422442,66.8,110.19,,
1902006,64015422426,66.8,110.19,,
1902014,64015422428,60.55,99.89,,
1902113,36373644180,18.01,22.59,,
1902527,7940007216,6.24,9.99,,
1902626,2791701629,12.95,20.09,,
1902634,2791702270,11.18,18.29,,
1902683,4203710283,4.06,6.19,,
1902691,4203710284,6.12,10.09,,
1902725,4203710379,5.53,8.99,,
1904382,30041010031,2.89,5.19,,
1904390,30041010032,2.89,5.19,,
1904986,3500068053,3.97,5.79,,
1904994,3500068054,3.97,5.79,,
1905140,1851527699,4.84,9.89,,
1905157,4203710144,1.98,4.69,,
1906106,2571590023,18.78,34.99,,
1906627,3500067111,4.18,6.59,,
1907070,30847095084,75.86,90.75,,
1907088,30847095082,214.65,249.75,,
1907278,69702947100,7.12,11.49,,
1908128,1559401103,4.07,8.49,,
1908219,3600037390,50.4,2.99,,
1908235,3600037403,56.7,2.89,,
1910017,4133304864,10.86,15.89,,
1910033,4133317064,10.86,15.89,,
1910074,4740030284,10.03,12.69,,
1910173,60308424372,5.05,7.09,,
1910777,2360102368,27.34,48.79,,
1911049,6220082504,4.62,7.39,,
1911130,7431230421,7.99,12.59,,
1911254,2360103110,20.28,33.8,,
1911304,2360101504,15.66,31.29,,
1911924,1111101412,5.18,7.79,,
1911940,1111101414,5.59,7.79,,
1911973,1111101413,5.15,7.79,,
1912013,2571567583,9.12,20.59,,
1912021,2571567585,6.36,15.59,,
1912039,2571567010,5.21,12.79,,
1912195,2571568036,4.27,9.49,,
1912435,3700029417,34.09,43.79,,
1912591,31011903586,8.95,11.69,,
1912617,3834110636,4.8,8.29,,
1912666,39492229646,12.22,24.49,,
1912872,35529960104,9.74,17.99,,
1914985,4167994066,46.59,2.39,,
1915255,30536196297,2.18,5.69,,
1916899,5113120103,5.74,10.69,,
1917236,5113120112,5.81,11.99,,
1917632,5113120113,5.81,11.99,,
1917715,5113120108,9.74,19.99,,
1917723,5113120106,13.91,27.99,,
1917889,5113120140,9.02,18.59,,
1918044,5113120064,14.31,27.89,,
1918135,5113120074,9.79,20.19,,
1918317,8173840320,5.3,7.99,,
1918325,5113120114,7.64,15.39,,
1919174,31036179301,153.44,236.09,,
1919984,89697400001,15.09,25.09,,
1920263,8087804494,3.85,6.89,,
1920362,85175900201,15.18,19.55,,
1920370,85175900202,34.79,38.53,,
1920560,9089150000,42.5,13.99,,
1920602,2318514580,3.34,7.19,,
1920644,36373673020,4.99,8.79,,
1920669,36373614308,5.66,12.69,,
1920685,36373632700,1.95,4.99,,
1920859,9089150116,42.5,13.99,,
1920875,36373604130,4.95,10.29,,
1920909,7214001243,6.72,10.59,,
1920925,7214001150,6.72,10.59,,
1920958,7214001293,7.25,10.59,,
1921022,7431219939,12.87,20.29,,
1921071,89153100004,6.16,10.49,,
1921097,1650055434,6.17,8.99,,
1921766,7295906542,3.84,6.89,,
1921998,8087804311,4.32,7.79,,
1922053,8087804302,4.32,7.79,,
1922095,2791702271,9.14,18.29,,
1922111,8087804485,4.32,7.79,,
1922483,30485020616,23.66,39.09,,
1922715,38137101842,10.87,15.39,,
1922897,8087804216,3.6,5.19,,
1922970,8087804219,3.5,4.99,,
1923192,3076803568,5.46,8.29,,
1923416,3076816887,6.82,10.39,,
1923424,3076816888,6.25,9.49,,
1923960,3076800522,6.29,10.89,,
1924000,3076817621,8.93,13.49,,
1924042,3076803268,6.88,10.49,,
1924414,78148525007,6.6,10.39,,
1924703,5113119184,10.91,21.99,,
1924745,5113119185,10.91,21.99,,
1924976,38541227383,668.89,1337.79,,
1925064,4746905744,17.15,26.09,,
1925122,3076816836,5.46,8.29,,
1925262,7985401203,6.39,9.49,,
1925510,7215141000,4.08,6.59,,
1926682,2571567419,1.6,3.89,,
1926773,5113120105,13.91,27.99,,
1926963,5113120075,9.79,20.19,,
1927052,3980011274,6.65,15.79,,
1927094,2571500465,3.41,6.99,,
1927631,5113120062,9.68,19.99,,
1927680,5113120056,10.42,21.39,,
1927748,5113120110,9.96,20.09,,
1927771,5113120115,7.64,15.39,,
1928209,5113120132,9.24,18.59,,
1928217,5113120149,12.76,23.79,,
1928241,5113120150,11.6,23.79,,
1928373,89764000224,8.76,11.49,,
1928415,5113120166,20.3,41.69,,
1928571,5113120104,13.91,27.99,,
1928787,30696905904,6.99,13.29,,
1929405,5113120399,6.37,11.49,,
1929447,5113119808,4.83,9.79,,
1929462,5113119814,13.15,26.49,,
1929470,5113119815,9.88,18.49,,
1930007,31011905609,9.29,14.99,,
1930882,3834119293,19.62,30.19,,
1931070,3927831541,9.08,15.99,,
1931443,7214011047,5.39,7.29,,
1931948,7214003263,7.59,13.19,,
1932201,2571529266,23.28,39.99,,
1932268,2571567001,1.13,2.59,,
1932276,2571567003,0.87,2.19,,
1932284,2571567007,1.87,4.59,,
1932516,3834116593,19.62,30.19,,
1932839,3700000340,28.94,1.59,,
1933027,2571529268,37.11,65.99,,
1933043,3076860693,4.31,6.59,,
1933118,2260097320,1.6,7.59,,
1933134,74512919366,45.69,91.39,,
1933191,31144402604,9.82,14.69,,
1933241,7094230421,2.58,4.89,,
1933589,60235946010,11.28,15.99,,
1933803,3600015949,4.29,5.89,,
1933811,3600015950,4.29,5.89,,
1933829,3600015951,4.29,5.89,,
1934058,2571523232,44.4,79.99,,
1934199,30067000548,7.69,13.99,,
1934256,1204401560,5.98,8.99,,
1934330,77122415280,15.73,26.22,,
1934439,77122415281,15.73,26.22,,
1934447,77122415282,15.73,26.22,,
1934488,2360158700,117.35,195.58,,
1934538,77122415284,15.73,26.22,,
1934579,7467662712,11.94,20.99,,
1934587,77122415285,15.73,26.22,,
1934629,88348433353,3.01,4.09,,
1934660,1650054137,16.87,23.59,,
1934686,2571552943,16.69,28.99,,
1934694,2571529283,58.59,99.99,,
1934710,1650054118,10.12,14.29,,
1935105,2571552081,8.54,14.99,,
1935113,2571529284,81.33,149.99,,
1935360,2571552082,50.76,89.99,,
1935485,7033072455,3.77,5.89,,
1935766,2571523330,12.36,19.99,,
1935816,7467662900,6.25,11.19,,
1936004,74973502595,195.46,53.99,,
1936178,2571523335,16.47,28.99,,
1936327,74512919373,45.69,91.39,,
1936442,4160800138,3.37,6.79,,
1936582,2571523319,36.27,62.99,,
1936798,7560904121,4.25,6.89,,
1936806,2260064214,5.67,14.99,,
1936871,84105801501,13.11,19.19,,
1936889,84105801500,8.53,11.69,,
1936962,74512919379,45.69,91.39,,
1936988,7467664551,20.7,36.49,,
1937200,2571523313,8.65,14.99,,
1937309,3076800676,1.96,2.99,,
1937366,31015805455,5.21,7.29,,
1937440,31015805475,5.21,7.29,,
1937556,74512919386,45.69,91.39,,
1937564,74512919392,45.69,91.39,,
1937689,74512919399,45.69,91.39,,
1937879,74512919405,45.69,91.39,,
1937929,7090707303,1.51,5.19,,
1938018,7467669041,8.88,15.59,,
1938216,4746904837,6.48,10.69,,
1938646,7467663410,8.13,14.49,,
1939644,2240062373,3.73,5.89,,
1939784,70084759722,369.47,393,,
1939941,76687820023,4.87,6.99,,
1939982,36498015001,19.75,24.59,,
1940139,9492205135,412.5,647.05,,
1940659,85656900200,6.6,10.79,,
1940782,85656900201,6.12,10.79,,
1940964,4110040788,8.29,13.19,,
1941186,30045053704,5.8,10.79,,
1942010,35058053604,6.27,9.39,,
1942028,7379626629,40.63,61.59,,
1942622,7560904153,4.02,5.99,,
1942762,3320019793,2.99,4.69,,
1943083,30096072608,7.22,11.99,,
1943646,2353509005,6.99,13.39,,
1943729,30041060552,2.53,4.59,,
1943885,3373200007,2.91,6.99,,
1943984,2353501005,5.17,9.89,,
1944214,8019630283,1.74,3.19,,
1945831,8019630260,24.65,50.39,,
1946243,4110080610,10.99,14.09,,
1946813,36382425612,8.49,15.29,,
1947043,1150906022,4.46,9.59,,
1947589,80882910193,10.3,1.29,,
1947654,60986302002,9.39,14.29,,
1947779,1111101215,4.06,6.09,,
1947803,3700032024,1.96,2.79,,
1948017,35048646802,5.89,9.29,,
1948249,2260092642,5.67,14.99,,
1949767,32994300410,8.95,15.49,,
1950104,49100400075,113.18,188.69,,
1950211,7271160018,2.95,5.49,,
1951326,3500074100,2.91,4.39,,
1952860,8019630293,1.74,3.19,,
1953389,35199170390,91.43,158.59,,
1953546,4329255992,2.09,3.79,,
1954072,30997110332,3.1,5.69,,
1954320,37513759510,6.18,12.19,,
1955160,2260090125,9.92,16.49,,
1955194,7431202817,8.71,14.09,,
1955285,30521525100,4.47,6.79,,
1955517,30851000100,137.84,137.84,,
1955715,3160401870,4.92,8.59,,
1955814,30851000012,137.84,137.84,,
1956846,3600019301,29.69,5.89,,
1957232,7467661011,2.13,3.99,,
1957679,3700011714,4.44,6.69,,
1957778,30395052791,29.49,54.89,,
1957844,30851020001,155.49,155.49,,
1957927,30395197394,16.28,20.39,,
1958743,30395103796,7.81,9.79,,
1958909,2052511841,19.36,29.99,,
1959246,3700011715,3.59,5.49,,
1959303,30395046792,7.43,14.69,,
1959329,30031869312,5.4,9.49,,
1959360,4815592618,9.16,1,,
1960186,60338210130,6.02,9.09,,
1960228,7094230417,1.78,4.09,,
1960244,60338210160,9.21,16.19,,
1960301,60338210170,10.38,18.19,,
1960657,4329256016,2.06,3.19,,
1960830,60338210190,15.04,26.39,,
1960897,60338210270,29.51,51.79,,
1961051,60338210290,39.92,70.09,,
1961119,60338210300,52.68,92.39,,
1961127,60338210310,60.04,105.39,,
1961366,60338220140,18.12,27.19,,
1961432,4740015906,4.06,5.99,,
1961481,60338230150,27.64,48.49,,
1961614,31011902068,3.18,5.09,,
1961812,4740015905,4.23,7.49,,
1961853,7431213430,9.64,15.19,,
1962125,70084795622,501.38,526.5,,
1962141,3700030757,2.84,4.09,,
1962216,8019666842,3.61,6.19,,
1963826,7957310426,8.1,19.89,,
1964329,75811910021,6.29,11.39,,
1964493,7431213794,9.65,15.29,,
1964766,4740015687,17.29,25.19,,
1964782,8525104065,63.27,94.89,,
1965011,70084795014,75.86,90.75,,
1965029,8525160925,93.81,140.69,,
1965078,4138800204,23.87,4.39,,
1965144,8525171422,82.58,123.89,,
1965375,8525172029,115.94,173.89,,
1965417,7431227800,10.32,17.49,,
1965474,70084795024,75.86,90.75,,
1965516,872700002,5.78,13.99,,
1965748,4740015688,27.74,32.99,,
1965839,4740009787,5.3,7.99,,
1965961,70084795034,75.86,90.75,,
1966050,35497330751,6.09,11.19,,
1966472,2240062372,3.73,5.89,,
1966522,70084795044,75.86,90.75,,
1967702,1150906508,5.6,10.59,,
1967959,3980010797,6.86,12.99,,
1968056,36498017303,15.75,25.39,,
1968411,7985473540,7.69,11.69,,
1968494,7431202871,5.56,8.79,,
1968528,7431233131,8.31,12.99,,
1968536,1150906507,5.6,10.59,,
1969203,3980010805,6.86,12.99,,
1969393,3076805031,7.44,11.39,,
1969815,1150900206,5.6,10.59,,
1969849,9492204772,61.39,88,,
1969856,7467662641,3.84,6.69,,
1969914,4815592634,8.9,1,,
1970557,1150900205,5.6,10.59,,
1970599,3076801138,6.29,9.59,,
1970649,9492204771,61.39,88,,
1971720,31031028340,5.73,10.59,,
1971746,4116700910,4.66,10.19,,
1971894,7560900094,7.79,11.39,,
1972207,9492204774,61.39,88,,
1972298,38137004348,3.6,5.49,,
1972413,7560900095,7.79,11.39,,
1972470,7467663721,5.3,9.29,,
1972629,3076815745,4.99,7.69,,
1972835,67811210125,4.05,6.99,,
1972918,7467633112,10.31,19.19,,
1973064,71591201710,16.5,23.09,,
1973379,30761008136,4.53,6.59,,
1973700,38290308507,118.46,148.75,,
1973726,7467666111,3.63,6.49,,
1974310,3373200927,2.89,6.39,,
1974591,38137005570,3.54,6.99,,
1974872,7124923003,11.94,15.89,,
1974880,2571516036,28.85,39.99,,
1975010,38137005566,3.54,6.99,,
1975374,30121076616,12.19,19.09,,
1975531,38137005567,3.54,6.99,,
1975739,3076813430,8.13,12.29,,
1975796,2571516038,17.6,31.99,,
1975960,36718040012,19.98,11.99,,
1976067,4746904472,6.94,11.39,,
1976448,30121476605,76.51,41.8,,
1976596,9492204773,61.39,88,,
1976604,2571516040,17.81,31.99,,
1976992,7431207903,7.51,13.99,,
1978295,72960901965,5.3,9.09,,
1978410,5445864000,5.21,9.49,,
1978485,7560960404,6.28,10.49,,
1978709,9492204776,61.39,88,,
1979764,88348471784,1.53,2.29,,
1979806,30761015540,4.53,6.59,,
1979962,88348471794,2.2,3.19,,
1980051,9492204775,61.39,88,,
1980150,3700071108,5.18,8.39,,
1980523,3805600073,31.13,61.79,,
1981711,8131706430,46.13,76.88,,
1982107,31184509661,6.27,8.29,,
1982677,31015883050,6.22,7.99,,
1982693,7467664711,7.9,13.99,,
1983162,74098522731,7.29,10.99,,
1983246,2571540004,5.73,9.99,,
1983659,7431201474,10.55,16.69,,
1983782,7467664721,7.9,13.99,,
1984202,76845510691,49.45,80.79,,
1985001,7467664791,14.79,27.49,,
1985720,2318505605,5.14,12.59,,
1986066,5113119691,17.6,36.09,,
1986629,5113119677,13.16,27.09,,
1986801,3700020370,5.28,8.09,,
1987064,79854109450,7.21,9.79,,
1987148,7431244191,10.57,15.59,,
1987593,7431213102,13.42,23.49,,
1988070,30536703801,6.2,11.09,,
1988427,2052511873,20.88,29.99,,
1988443,79854000078,7.19,9.49,,
1988450,3700006203,5.28,7.79,,
1988740,74098527062,3.96,6.59,,
1988831,2260093752,5.28,10.99,,
1988922,2507716970,5.72,9.39,,
1989136,2052511868,19.36,29.99,,
1989219,7431204886,19.28,31.29,,
1989292,3700006205,5.28,7.79,,
1989557,4815592564,8.79,1,,
1989565,4110000167,7.14,11.09,,
1989607,2507716971,7.71,11.79,,
1989797,2571590736,65.07,121.99,,
1990068,38137115078,6.86,13.49,,
1990316,30087510734,45.91,50.29,,
1993344,4815592566,9.67,1.49,,
1993674,7957301105,1.41,2.89,,
1994029,7431201751,10.77,16.89,,
1994656,7431233511,9.5,15.99,,
1994953,1204400023,3.82,5.69,,
1995232,3700009615,6.29,10.69,,
1995315,2507716980,7.15,11.79,Vitamins & Supplements,Ester-C
1995430,1204400025,3.54,5.69,Deodorant,Old Spice
1995471,65230871800,237.5,474.99,,Wheelchairs
1995794,4116700847,4.66,10.19,Appliques & Patches,Icy Hot
1996057,1093942044,1.55,2.89,Nails,Sunmark
1996164,81483201053,1.22,2.69,Health & Beauty,Luden's
1996230,7957300918,2.33,4.69,Personal Care,Acu-Life
1996255,31031032503,6,11.99,Personal Care,Orajel
1996339,30264473994,194.7,292.09,,
1996412,1093941944,1.58,2.59,Nail Clippers,Sunmark
1996420,60338290111,101.74,178.49,,
1996594,9376460047,43.98,65.99,Blood Pressure Monitors,Lifesource
1996628,1093941844,1.43,2.59,Tweezers,Sunmark
1997733,7214063386,16.29,26.09,Skin Care,Aquaphor
1998004,74098527309,5.94,9.89,21st Century,Vitamins & Supplements
1998202,5113191386,2.37,5.39,Nexcare,Medical Tape & Bandages
1998210,5113191382,2.37,5.39,Nexcare,Medical Tape & Bandages
1998509,31254663158,2.02,3.19,	Health & Beauty,Halls
1998657,30005449860,9.09,11.69,Vitamins & Supplements,Centrum
1998830,36718050003,32.43,22.99,Medical Supplies,Anasept
1999366,75940902295,17.7,32.99,,
1999481,7940037997,5.22,7.29,Deodorant,Axe
1999887,7431217243,10.75,16.99,Vitamins & Supplements,Nature's Bounty
2000016,4116705350,8.26,12.99,Lotion & Moisturizer,Gold Bond
2000396,4110080798,20.3,24.79,Health & Beauty,Claritin
2001162,299786019,39.6,59.99,,
